,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Paris - regions,8676400,9746000,11332800,11157300,11407600,11818000,12887700,14113900,15244400,16976100,17300439,16810917,17422029,17536632,18057086,18080088,19569516,19199890,19846136,21116692,21160460,19182612,18418580,17510988,17488072,17584873,17852331,17450103,16743498,15895654,15548119,16692186,16449826,16469849,16133493,16262807,16486425,16631673,16345012,16293837,6740559,8568237,12569851
