DATAFLOW,LAST UPDATE,freq,unit,tra_meas,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2021-10,774299,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2021-11,650281,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2021-12,496396,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-01,380569,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-02,404070,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-03,588714,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-04,825521,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-05,1011136,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-06,970423,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-07,768740,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-08,809214,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-09,967846,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-10,1012529,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-11,923489,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2022-12,763983,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-01,710169,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-02,737204,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-03,907834,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-04,918944,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-05,1058111,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-06,1044766,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-07,1063987,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-08,953842,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-09,1141213,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-10,1139461,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-11,1040579,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2023-12,826464,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2024-01,814053,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2024-02,790082,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2024-03,932401,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2024-04,1037852,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2024-05,1051557,
ESTAT:AVIA_PANC(1.0),10/10/24 23:00:00,M,PAS,PAS_CRD,DE,2024-06,1101762,
